LOC105378581	hgnc:50701	LINC01409
FLJ20248	hgnc:6703	LRRFIP2
SCIDX1	hgnc:6010	IL2RG
IMD4	hgnc:6010	IL2RG
CIDX	hgnc:6010	IL2RG
MANEA-AS1	hgnc:43732	MANEA-DT
LOC105376881	hgnc:25234	RSRP1
LOC101928189	hgnc:25234	RSRP1
C1orf63	hgnc:25234	RSRP1
DJ465N24.2.1	hgnc:25234	RSRP1
MPP5	hgnc:18669	PALS1
C1orf26	hgnc:16785	SWT1
LOC649746	ncbigene:152845	LOC152845
RN5S211	hgnc:43111	RNA5SP211
SEPT14P13	hgnc:51700	SEPTIN14P13
LOC220000	hgnc:8887	PGA5
ATRC2	hgnc:11060	SLC7A2
LOC100506362	hgnc:13210	ARL6
BBS3	hgnc:13210	ARL6
C9orf62	hgnc:28581	LINC02907
LOC730561	hgnc:52862	LINC02027
FKHL17	hgnc:3803	FOXD2
MIRN651	hgnc:32907	MIR651
ABCA17P	hgnc:32972	ABCA17P
LOC440331	hgnc:32972	ABCA17P
VMGLOM	hgnc:14373	GLMN
RN5S273	hgnc:43173	RNA5SP273
RN5S161	hgnc:43061	RNA5SP161
TRNAQ21	hgnc:34831	TRQ-CTG2-1
PPP1R2P9	hgnc:16324	PPP1R2C
C2orf71	hgnc:34383	PCARE
FAM148A	hgnc:33627	C2CD4A
LOC649156	ncbigene:643634	LOC643634
T3D	hgnc:1673	CD3D
TSSK5P2	hgnc:31931	TSSK5P
TSSK5P1	hgnc:31931	TSSK5P
LOC100420745	hgnc:18456	MAPK6P4
MAPK6PS4	hgnc:18456	MAPK6P4
GPR37L1	hgnc:14923	GPR37L1
LOC105374635	ncbigene:105374636	LOC105374636
LOC100509404	hgnc:44252	LINC00623
LOC728875	hgnc:44252	LINC00623
LOC101929794	hgnc:44252	LINC00623
LINC00623	hgnc:44252	LINC00623
TRNAR20	hgnc:34744	TRR-CCT2-1
LOC63232	hgnc:10723	SEMA3A
SEMAD	hgnc:10723	SEMA3A
C6orf155	hgnc:21380	LINC00472
LOC100507367	hgnc:21380	LINC00472
LOC650817	hgnc:48743	APOOP5
LOC641847	hgnc:14005	PEG10
LOC645959	hgnc:14005	PEG10
LOC651242	hgnc:14005	PEG10
LOC115497	hgnc:14005	PEG10
PEG10	hgnc:14005	PEG10
LOC100134627	hgnc:40430	PCOLCE-AS1
LOC648996	hgnc:37264	C4orf51
RN5S396	hgnc:43296	RNA5SP396
LOC727741	hgnc:24361	WASHC1
FAM39E	hgnc:24361	WASHC1
WASH1	hgnc:24361	WASHC1
C9orf10OS	hgnc:23389	FAM120AOS
LOC649363	hgnc:35700	RPL7P29
MAP3K7IP1	hgnc:18157	TAB1
LOC101060409	hgnc:26618	NUDT17
LOC100508124	hgnc:50744	LINC01431
TIF1	hgnc:11812	TRIM24
LOC51591	hgnc:11812	TRIM24
EFCAB4A	hgnc:28703	CRACR2B
LOC100419633	hgnc:14195	RPS20P2
LOC102724997	hgnc:6606	LILRB2
TRNAI5	hgnc:34656	TRI-AAT8-1
C1orf16	hgnc:16792	SMG7
LOC100508657	hgnc:52942	LINC02091
DKFZp586D1822	hgnc:20790	ATG4B
LOC285187	hgnc:20790	ATG4B
APG4B	hgnc:20790	ATG4B
MMP21	hgnc:7170	MMP23A
LOC653409	hgnc:7170	MMP23A
LOC100653035	ncbigene:100652976	LOC100652976
LOC100653124	ncbigene:100652976	LOC100652976
FAM108A10P	hgnc:38510	ABHD17AP9
BAI2	hgnc:944	ADGRB2
TRNAI25	hgnc:34970	TRI-AAT7-2
SODD	hgnc:940	BAG4
LOC90810	hgnc:17083	RRS1
LOC113559	hgnc:17083	RRS1
LOC100133974	hgnc:38674	DUX4L15
LOC387727	hgnc:38674	DUX4L15
C5orf30	hgnc:25052	MACIR
LOC100290354	ncbigene:100288728	LOC100288728
LOC100292486	ncbigene:100288728	LOC100288728
PPIAP	hgnc:9254	PPIAP1
LOC100509176	hgnc:9254	PPIAP1
LOC100292421	hgnc:9254	PPIAP1
LOC100290934	hgnc:9254	PPIAP1
C21ORF33	hgnc:1273	GATD3
GT335	hgnc:1273	GATD3
GATD3A	hgnc:1273	GATD3
GCMB	hgnc:4198	GCM2
RN5-8S7	hgnc:41962	RNA5-8SP7
MIRN196A2	hgnc:31568	MIR196A2
MIRN196-2	hgnc:31568	MIR196A2
LOC100419358	hgnc:36806	RPL7AP27
SNORA45A	hgnc:32586	SNORA3A
SNORA3	hgnc:32586	SNORA3A
RN5S70	hgnc:42847	RNA5SP70
MIRN515-1	hgnc:32094	MIR515-1
CABP1	hgnc:1384	CABP1
LOC158971	hgnc:31909	MAGEA9B
LOC139559	hgnc:31909	MAGEA9B
LOC83171	hgnc:31909	MAGEA9B
LOC91965	hgnc:31909	MAGEA9B
LOC115933	hgnc:31909	MAGEA9B
LOC112622	hgnc:31909	MAGEA9B
LOC93051	hgnc:31909	MAGEA9B
LOC115202	hgnc:31909	MAGEA9B
LOC220897	hgnc:31909	MAGEA9B
LOC113738	hgnc:31909	MAGEA9B
LOC158821	hgnc:31909	MAGEA9B
LOC83061	hgnc:31909	MAGEA9B
MAGEA9B	hgnc:31909	MAGEA9B
C9orf23	hgnc:19909	RPP25L
NSBP1	hgnc:8013	HMGN5
TRNAS7	hgnc:34600	TRS-CGA2-1
STK22E	hgnc:19825	TSSK4
C14orf20	hgnc:19825	TSSK4
DKFZp434O0320	hgnc:48607	LINC00917
LOC197426	hgnc:10600	SCNN1B
C16orf52	hgnc:27087	MOSMO
LOC730593	hgnc:27087	MOSMO
LOC100506442	hgnc:27087	MOSMO
SCAP1	hgnc:15605	SKAP1
RPL6P3	hgnc:35925	RPL6P3
LOC100419270	hgnc:35925	RPL6P3
CCDC104	hgnc:30540	CFAP36
RIGE	hgnc:6727	LY6E
LOC648397	hgnc:43661	BIN2P2
GPR71	hgnc:14905	TAS1R2
LOC100419998	hgnc:11750	TFDP1P1
TFDP1P	hgnc:11750	TFDP1P1
LOC100419090	hgnc:5443	IFNA12P
IFNP12	hgnc:5443	IFNA12P
IFNA12P	hgnc:5443	IFNA12P
LOC100508034	hgnc:40033	C16orf95
LOC100291210	hgnc:40033	C16orf95
LOC100293820	hgnc:40033	C16orf95
LOC100288525	hgnc:40033	C16orf95
LOC90307	hgnc:7582	MYL1
SSXT	hgnc:11340	SS18
GPR144	hgnc:18651	ADGRD2
OR3A4	hgnc:15510	OR3A4P
OR3A5P	hgnc:15510	OR3A4P
TLDC1	hgnc:29325	MEAK7
MGC25024	hgnc:29325	MEAK7
KIAA1609	hgnc:29325	MEAK7
LOC100421025	hgnc:31051	SLC25A51P3
MCART5P	hgnc:31051	SLC25A51P3
DNAH3	hgnc:2949	DNAH3
OBFC2A	hgnc:26232	NABP1
NABP1-OT1	hgnc:26232	NABP1
LASS5	hgnc:23749	CERS5
OR7G1P	hgnc:8465	OR7G1
OR7G1	hgnc:8465	OR7G1
ADSS	hgnc:292	ADSS2
CSN10	hgnc:2446	CSN3
H2AFX	hgnc:4739	H2AX
LOC115272	hgnc:4739	H2AX
LOC100653143	ncbigene:100652908	LOC100652908
C9orf61	hgnc:24820	FAM189A2
LOC100509169	hgnc:37994	PABPC1P12
ZNF259	hgnc:13051	ZPR1
LOC95155	hgnc:13051	ZPR1
DKFZp761D0614	hgnc:26736	HECTD2
PIK4CB	hgnc:8984	PI4KB
LINC01330	hgnc:50536	LRRC77P
LOC650990	hgnc:50536	LRRC77P
TRIM60PY1	hgnc:38403	TRIM60P1Y
RN5S50	hgnc:42827	RNA5SP50
RPL21P14	hgnc:31029	RPL21P14
LOC731456	hgnc:31029	RPL21P14
BOKL	hgnc:1087	BOK
GAGE11	hgnc:17778	GAGE12J
MEIS4	hgnc:7002	MEIS3P1
MEIS3	hgnc:7002	MEIS3P1
RNF35	hgnc:24339	TRIM61
TRIM61	hgnc:24339	TRIM61
TRNAS6	hgnc:34596	TRS-CGA1-1
LOC100134058	ncbigene:100128276	LOC100128276
LOC113342	hgnc:12326	TRO
LOC115125	hgnc:12326	TRO
KIAA1114	hgnc:12326	TRO
TTC7	hgnc:19750	TTC7A
LOC100420594	hgnc:37481	VDAC1P6
C10orf98	hgnc:28523	NUDT9P1
LINC01562	hgnc:51335	LINC01562
HOX3	hgnc:5127	HOXC5
HOX3E	hgnc:5126	HOXC4
C15orf26	hgnc:26782	CFAP161
LOC92279	hgnc:29328	ZNF529
RRS1-AS1	hgnc:50465	RRS1-DT
LOC653748	hgnc:3010	DPP6
HVEC	hgnc:9706	NECTIN1
ED4	hgnc:9706	NECTIN1
HV1S	hgnc:9706	NECTIN1
MGC16207	hgnc:9706	NECTIN1
PVRL1	hgnc:9706	NECTIN1
PMESOGENIN1	hgnc:14907	MSGN1
RN5S429	hgnc:43329	RNA5SP429
WI	hgnc:16361	WHRN
DFNB31	hgnc:16361	WHRN
RN5S217	hgnc:43117	RNA5SP217
LOC100293265	ncbigene:100287188	LOC100287188
NCRNA00186	hgnc:37193	MACROD2-AS1
LOC732327	hgnc:4631	GSTA7P
GSTAP2	hgnc:4631	GSTA7P
GSTA7P	hgnc:4631	GSTA7P
MXRA4~withdrawn	hgnc:15855	CD93
C1QR1	hgnc:15855	CD93
MXRA4	hgnc:15855	CD93
RN5S496	hgnc:43396	RNA5SP496
OR7E55P	hgnc:8430	OR7E55P
OR7E57P	hgnc:8430	OR7E55P
OR7E56P	hgnc:8430	OR7E55P
DXS1253E	hgnc:3546	F8
F8C	hgnc:3546	F8
FLJ20755	hgnc:13053	ZNF26
RNU7P1	hgnc:10236	RNU7-68P
LOC648666	hgnc:49385	IMP3P1
LOC648810	hgnc:54734	CAPZBP1
LOC392331	hgnc:31982	ANKRD20A4P
ANKRD20A4	hgnc:31982	ANKRD20A4P
OR51H2P	hgnc:15199	OR51H2P
LFA3	hgnc:1688	CD58
FLJ41130	ncbigene:105374338	LOC105374338
LOC100509356	hgnc:40727	PHACTR3-AS1
LOC100292523	hgnc:37091	KRTAP22-2
LOC100291010	hgnc:37091	KRTAP22-2
LOC100418704	hgnc:19927	COILP1
COILP	hgnc:19927	COILP1
LOC101929271	ncbigene:100507053	LOC100507053
JIP	hgnc:1076	BMPR1A
ACVRLK3	hgnc:1076	BMPR1A
ZC3HDC1	hgnc:21919	PARP12
AOF1	hgnc:21577	KDM1B
C6orf193	hgnc:21577	KDM1B
C10orf125	hgnc:24733	FUOM
C6orf23	hgnc:13935	LY6G6D
TRAV6	hgnc:12144	TRAV6
TCRAV5S1	hgnc:12144	TRAV6
CRAMP1L	hgnc:14122	CRAMP1
ADTB1L1	hgnc:297	AP1B1P1
LOC89178	hgnc:18551	DGCR6L
RPS4P11	hgnc:37013	RPS4XP11
LOC651310	hgnc:37013	RPS4XP11
LOC100420468	hgnc:37013	RPS4XP11
LOC116358	hgnc:2491	CTAG1B
CTAG1	hgnc:2491	CTAG1B
CTAG	hgnc:2491	CTAG1B
LOC158959	hgnc:2491	CTAG1B
LAGE2B	hgnc:2491	CTAG1B
LOC88439	hgnc:2491	CTAG1B
LOC139718	hgnc:2491	CTAG1B
LOC113055	hgnc:2491	CTAG1B
CRSP2	hgnc:2370	MED14
CXorf4	hgnc:2370	MED14
FZD10-DT	hgnc:48632	FZD10-AS1
HCGV	hgnc:9285	PPP1R11
TCTE5	hgnc:9285	PPP1R11
FKBP4P3	hgnc:50376	FKBP4P7
C1orf76	hgnc:28274	FAM163A
LOC91000	hgnc:28274	FAM163A
LOC388221	hgnc:37453	NPIPB11
IL10R	hgnc:5964	IL10RA
CABP2	hgnc:1385	CABP2
DFNB93	hgnc:1385	CABP2
HSPC179	hgnc:26938	HIKESHI
C11orf73	hgnc:26938	HIKESHI
LOC101927757	ncbigene:105372061	LOC105372061
LOC100505997	hgnc:25417	SVOP
NPMP6	hgnc:7926	NPM1P6
LOC100422269	hgnc:7926	NPM1P6
LOC96708	hgnc:1801	CDS2
LOC149832	hgnc:1801	CDS2
LOC144060	hgnc:25018	TMEM216
CORS2	hgnc:25018	TMEM216
MKS2	hgnc:25018	TMEM216
NCRNA00336	hgnc:33813	LINC00336
C6orf227	hgnc:33813	LINC00336
PRO0618	hgnc:24098	SORBS2
LOC101928220	hgnc:49576	IQANK1
FAM83H-AS1	hgnc:49576	IQANK1
LOC100510732	hgnc:49576	IQANK1
LOC648513	hgnc:49576	IQANK1
LOC100131318	hgnc:49576	IQANK1
LOC92451	hgnc:7596	MYO1B
LQK1	hgnc:39077	FLVCR1-DT
FLVCR1-AS1	hgnc:39077	FLVCR1-DT
NCRNA00292	hgnc:39077	FLVCR1-DT
C3orf58	hgnc:28490	DIPK2A
LOC82930	hgnc:3241	EGR4
KLRA1	hgnc:6372	KLRA1P
KLRA#	hgnc:6372	KLRA1P
KLRAP1	hgnc:6372	KLRA1P
LOC651819	hgnc:40040	IGSF23
LOC105373806	hgnc:55764	STAT4-AS1
LOC378040	hgnc:19557	OR7E136P
OR7E147P	hgnc:19557	OR7E136P
OR7E139P	hgnc:19557	OR7E136P
OR7E136P	hgnc:19557	OR7E136P
OR13C2	hgnc:14701	OR13C2
PRDXDD1P	hgnc:34379	PRORSD1P
NCRNA00117	hgnc:34379	PRORSD1P
RGAG4	hgnc:29430	RTL5
LOC121529	hgnc:8973	PIK3C2G
LOC221479	hgnc:10785	SRSF3
SFRS3	hgnc:10785	SRSF3
LOC100418931	hgnc:23108	NANOGP10
MKL1	hgnc:14334	MRTFA
MIRN708	hgnc:33654	MIR708
LOC113207	hgnc:3827	FPR2
LOC116243	hgnc:3827	FPR2
LOC147652	hgnc:3827	FPR2
FPRL1	hgnc:3827	FPR2
LOC125882	hgnc:3827	FPR2
GLUDP7	hgnc:4337	GLUD1P2
GLUD1P2	hgnc:4337	GLUD1P2
GLUD1P7	hgnc:4337	GLUD1P2
GLUDP2	hgnc:4337	GLUD1P2
PCANAP1	hgnc:17885	STEAP2
STMP	hgnc:17885	STEAP2
MRP8	hgnc:14639	ABCC11
EWWD	hgnc:14639	ABCC11
LOC647647	hgnc:53921	RDM1P5
LOC642808	hgnc:53921	RDM1P5
LOC284107	hgnc:53921	RDM1P5
LOC142954	hgnc:6284	KCNMA1
SLO	hgnc:6284	KCNMA1
LOC142955	hgnc:6284	KCNMA1
LOC100419223	hgnc:36543	RPL6P20
LOC647896	hgnc:36543	RPL6P20
LOC101928926	hgnc:13124	ZNF56P
ZNF742	hgnc:13124	ZNF56P
ZNF56	hgnc:13124	ZNF56P
LOC375328	hgnc:18592	NEK10
NEK10	hgnc:18592	NEK10
LST1	hgnc:14189	LST1
ZNF32OS2	hgnc:23593	ZNF32-AS2
HLA-DNA	hgnc:4936	HLA-DOA
HLA-DZA	hgnc:4936	HLA-DOA
LOC51034	hgnc:4936	HLA-DOA
LOC401047	hgnc:19421	ING5
LOC101927187	hgnc:19421	ING5
LOC654207	hgnc:19421	ING5
LOC158223	hgnc:6539	LDHAP4
LDHAL4	hgnc:6539	LDHAP4
LOC100419688	hgnc:6539	LDHAP4
MTB	hgnc:7402	MT1JP
MT1J	hgnc:7402	MT1JP
MT1NP	hgnc:7402	MT1JP
NETO1	hgnc:13823	NETO1
CLECSF12	hgnc:14558	CLEC7A
C16orf25	hgnc:14153	CCDC78
NCRNA00273	hgnc:38595	LINC00273
ANE1	hgnc:9848	RANBP2
LOC102724567	hgnc:7688	NDUFA5
FLJ12147	hgnc:7688	NDUFA5
TFIIIC102	hgnc:4666	GTF3C3
OR8B3	hgnc:8472	OR8B3
SPG4	hgnc:11233	SPAST
KIAA1083	hgnc:11233	SPAST
USH3B	hgnc:4816	HARS1
HARS	hgnc:4816	HARS1
CABYR	hgnc:15569	CABYR
LOC115227	hgnc:15569	CABYR
LOC113703	hgnc:15569	CABYR
TCRBV11O	hgnc:12206	TRBV25OR9-2
TRBV25/OR9-2	hgnc:12206	TRBV25OR9-2
LOC100131140	hgnc:3714	FKBP1AP1
FKBP1P1	hgnc:3714	FKBP1AP1
COX8B	hgnc:31395	COX8BP
C1orf19	hgnc:16791	TSEN15
LOC92120	hgnc:16791	TSEN15
C1orf27	hgnc:24299	ODR4
LOC650067	hgnc:44107	LIMD1-AS1
C8orf85	hgnc:33842	AARD
LOC100419965	hgnc:7591	MYLKP1
MYLKP	hgnc:7591	MYLKP1
DKFZP586O0223	hgnc:24103	ASCC2
C1orf113	hgnc:26236	SH3D21
NDUFB1P	hgnc:30893	NDUFB1P1
LOC100462847	hgnc:30893	NDUFB1P1
C1orf126	hgnc:26301	TMEM51-AS1
MIRN1206	hgnc:35272	MIR1206
LOC100422169	hgnc:14768	OR4C7P
LOC100419335	hgnc:42036	RPL5P31
C11orf61	hgnc:26266	MSANTD2
LOC100419113	hgnc:36934	RPL3P5
KRT8P2	hgnc:20282	KRT8P2
LOC650279	ncbigene:646995	LOC646995
FBXO37	hgnc:28155	FBXL15
MGC11279	hgnc:28155	FBXL15
HNF3G	hgnc:5023	FOXA3
LOC732179	hgnc:54799	TUBA5P
TUBAP5	hgnc:54799	TUBA5P
LOC101059922	hgnc:13154	ZNF8
MIRN509-3	hgnc:33675	MIR509-3
RA70	hgnc:15687	SKAP2
SCAP2	hgnc:15687	SKAP2
LINC01534	hgnc:51281	ZNF567-DT
ADCK4	hgnc:19041	COQ8B
LOC100420511	hgnc:42368	RBBP4P1
RBBP4P	hgnc:42368	RBBP4P1
LOC115197	hgnc:42368	RBBP4P1
LOC220772	hgnc:42368	RBBP4P1
LOC90265	hgnc:42368	RBBP4P1
LOC648695	hgnc:42368	RBBP4P1
LOC196056	hgnc:12660	VAX1
NPAL1	hgnc:27194	NIPAL1
FTLL1	hgnc:4000	FTLP3
LOC648632	hgnc:36501	RPL7AP17
LOC646980	hgnc:36501	RPL7AP17
LOC100419469	hgnc:36501	RPL7AP17
LOC345540	hgnc:760	ASS1P10
ASSP10	hgnc:760	ASS1P10
LOC100420192	hgnc:760	ASS1P10
MIRN606	hgnc:32862	MIR606
KIAA0432	hgnc:1743	CDC5L
LOC94556	hgnc:23401	SPCS1
MS4A16	hgnc:30706	MS4A14
GTF2H2D	hgnc:35418	GTF2H2C_2
LOC653866	hgnc:35418	GTF2H2C_2
PI31	hgnc:9571	PSMF1
MGC72083	hgnc:25517	HEATR1
LOC284709	hgnc:25517	HEATR1
LOC440735	hgnc:25517	HEATR1
LOC90234	hgnc:13003	ZNF211
ZNFC25	hgnc:13003	ZNF211
LRRC6	hgnc:16725	DNAAF11
C21orf13	hgnc:1255	LCA5L
ZNF78L1	hgnc:12919	ZNF135
ZNF61	hgnc:12919	ZNF135
BTN	hgnc:1135	BTN1A1
C18orf30	hgnc:26270	PIEZO2
C18orf58	hgnc:26270	PIEZO2
FLJ23144	hgnc:26270	PIEZO2
FAM38B	hgnc:26270	PIEZO2
FAM38B2	hgnc:26270	PIEZO2
LOC100421587	hgnc:26270	PIEZO2
KIAA1112	hgnc:684	ARHGEF4
ASEF	hgnc:684	ARHGEF4
LOC645648	hgnc:5326	HYMAI
LOC651977	hgnc:5326	HYMAI
LOC731052	hgnc:28416	CCDC26
HLA-DXA	hgnc:4943	HLA-DQA2
LOC647912	ncbigene:645482	LOC645482
OR10Q1	hgnc:15134	OR10Q1
LOC100420654	hgnc:32173	DPRXP7
LOC339987	hgnc:9306	PPP2R2C
DKFZp434K1210	hgnc:18737	ZNF395
USP27X	hgnc:13486	USP27X
ICOSL	hgnc:17087	ICOSLG
C1orf228	hgnc:34345	ARMH1
NCRNA00082	hgnc:34345	ARMH1
MIRN92B	hgnc:32920	MIR92B
PHKA1-AS1	hgnc:40446	PHKA1-AS1
LOC650120	hgnc:52635	LINC01829
LOC100421196	hgnc:39138	MEP1AP4
OR4A2P	hgnc:15159	OR4A2P
FLJ21736	hgnc:1865	CES3
LOC388817	hgnc:9253	PPIA
CMTND	hgnc:29427	SH3TC2
LOC167459	hgnc:29427	SH3TC2
ATP5AP1	hgnc:827	ATP5F1AP1
LOC100132416	hgnc:827	ATP5F1AP1
ATP5A1P1	hgnc:827	ATP5F1AP1
ATP5AL1	hgnc:827	ATP5F1AP1
ATP5A1P5	hgnc:827	ATP5F1AP1
ATP5A1P6	hgnc:827	ATP5F1AP1
TRX-CAT1-7	hgnc:34863	TRX-CAT1-6
TRNAM15	hgnc:34863	TRX-CAT1-6
C12orf22	hgnc:16006	CSRNP2
FAM130A1	hgnc:16006	CSRNP2
MIRN591	hgnc:32847	MIR591
C12orf79	hgnc:27409	LINC01619
RN5S232	hgnc:43132	RNA5SP232
CYorf17	hgnc:38732	PRORY
MIRN519B	hgnc:32101	MIR519B
KIAA1508	hgnc:29297	ZNF530
LOC339359	hgnc:29297	ZNF530
C20orf46	hgnc:15893	TMEM74B
CLAPB1	hgnc:563	AP2B1
ADTB2	hgnc:563	AP2B1
CCDC72	hgnc:26932	TMA7
SUPT4H	hgnc:11467	SUPT4H1
LOC731937	hgnc:49616	EIF1P3
MIRN376A2	hgnc:32532	MIR376A2
ARMC4P1	hgnc:44937	ODAD2P1
LOC105379612	hgnc:44937	ODAD2P1
LOC100420624	hgnc:33459	CCDC137P
LOC652343	hgnc:33459	CCDC137P
GBAP	hgnc:4178	GBAP1
LOC440693	hgnc:4178	GBAP1
SLC20A1P1	hgnc:20051	SLC20A1P1
LOC100422436	hgnc:20051	SLC20A1P1
LOC100420622	hgnc:44605	NRBF2P2
GLUD	hgnc:4335	GLUD1
LOC653088	hgnc:22263	SSX2B
EEF1B1	hgnc:3207	EEF1B2P1
LOC100421812	hgnc:3207	EEF1B2P1
BRE-AS1	hgnc:44171	BABAM2-AS1
SCYA4L	hgnc:10631	CCL4L1
CCL4L	hgnc:10631	CCL4L1
LOC100419453	hgnc:35978	RPS3AP27
TMEM173	hgnc:27962	STING1
LOC107987403	ncbigene:107985026	LOC107985026
LOC100129681	hgnc:1119	BST2
C20orf26	hgnc:15872	CFAP61
LOC116180	hgnc:2664	DAD1
LOC286235	hgnc:27846	SPATA31C1
FAM75C1	hgnc:27846	SPATA31C1
LOC112990	hgnc:25292	ZNF700
WHDC1L1	hgnc:27892	WHAMMP3
WHAMML1	hgnc:27892	WHAMMP3
LOC646456	hgnc:27892	WHAMMP3
LOC646461	hgnc:27892	WHAMMP3
ATP6V1E	hgnc:857	ATP6V1E1
ATP6E	hgnc:857	ATP6V1E1
LOC731296	hgnc:34513	ZNF860
LOC651216	hgnc:34513	ZNF860
ZNF860	hgnc:34513	ZNF860
LOC100130258	ncbigene:100506224	LOC100506224
LOC100291372	ncbigene:100289495	LOC100289495
LOC100292528	ncbigene:100289495	LOC100289495
LOC401284	ncbigene:100289495	LOC100289495
SLC4A5	hgnc:11030	SLC4A4
DEFB109	hgnc:18090	DEFB109A
DEFB109P1	hgnc:18090	DEFB109A
FAM48B1	hgnc:30773	SUPT20HL1
RABL3	hgnc:18072	RABL3
LOC201219	hgnc:16651	MRPL45
MIR3607	hgnc:50420	SNORD138
LOC732019	hgnc:27223	RBM33
PRR8	hgnc:27223	RBM33
LOC730348	hgnc:27223	RBM33
LOC102723358	ncbigene:102723338	LOC102723338
LOC105378278	hgnc:10672	CXCL12
SDF1B	hgnc:10672	CXCL12
SDF1A	hgnc:10672	CXCL12
SDF1	hgnc:10672	CXCL12
LOC730278	hgnc:10491	S100A11P1
S100A11P	hgnc:10491	S100A11P1
LOC392969	hgnc:10491	S100A11P1
LOC91439	hgnc:10491	S100A11P1
LOC730558	hgnc:10491	S100A11P1
S100A14	hgnc:10491	S100A11P1
LOC100462806	hgnc:10491	S100A11P1
LOC377546	hgnc:10491	S100A11P1
LOC83190	hgnc:10491	S100A11P1
LOC392086	hgnc:10491	S100A11P1
LOC378335	hgnc:10491	S100A11P1
LOC340338	hgnc:10491	S100A11P1
FLJ10314	hgnc:7865	NODAL
LOC100422390	hgnc:21736	TWF1P1
PTK9P1	hgnc:21736	TWF1P1
TWF1P1	hgnc:21736	TWF1P1
LOC140186	hgnc:12673	VDAC2P1
VDAC2P	hgnc:12673	VDAC2P1
LOC100420690	hgnc:12673	VDAC2P1
FLJ22283	hgnc:29641	PWWP3A
LOC51243	hgnc:29641	PWWP3A
LOC730516	hgnc:44983	CUBNP1
CDC42EP5	hgnc:17408	CDC42EP5
LOC100420581	hgnc:19103	TAS2R12P
PS10	hgnc:19103	TAS2R12P
TAS2R12	hgnc:19103	TAS2R12P
C17orf86	hgnc:33099	SNHG20
LINC00338	hgnc:33099	SNHG20
NCRNA00338	hgnc:33099	SNHG20
C14orf161	hgnc:20500	CATSPERB
ANGPT4	hgnc:487	ANGPT4
TRNAL40P	hgnc:35011	TRL-TAG4-1
DDEF2	hgnc:2721	ASAP2
EBF	hgnc:3126	EBF1
HRY	hgnc:5192	HES1
CCA	hgnc:3604	FBN2
C7orf55-LUC7L2	hgnc:44671	FMC1-LUC7L2
C9orf82	hgnc:25834	CAAP1
MEF2C-AS1	hgnc:48908	MEF2C-AS1
LOC101929404	hgnc:48908	MEF2C-AS1
LOC105379072	hgnc:48908	MEF2C-AS1
LOC339204	hgnc:14530	SP6
C15orf21	hgnc:26817	HMGN2P46
HCG10P	hgnc:23183	LARP1P1
FREQ	hgnc:3953	NCS1
LOC731187	hgnc:26257	PDZD7
LOC100132914	hgnc:26257	PDZD7
PDZK7	hgnc:26257	PDZD7
DFNB57	hgnc:26257	PDZD7
LOC728916	hgnc:26257	PDZD7
RN5S237	hgnc:43137	RNA5SP237
WDR8	hgnc:12759	WRAP73
FLJ20430	hgnc:12759	WRAP73
LOC285398	hgnc:30220	RFT1
MIRN378	hgnc:31871	MIR378A
MIR378	hgnc:31871	MIR378A
LOC51220	hgnc:29167	R3HDM2
DSC3	hgnc:3036	DSC2
LOC101928375	hgnc:21294	KCTD2
LOC651893	hgnc:39747	ATP5PBP6
ATP5F1P6	hgnc:39747	ATP5PBP6
LINC01172	hgnc:48823	GLIDR
LOC286286	hgnc:48823	GLIDR
LOC101060591	hgnc:48823	GLIDR
LOC100132624	hgnc:21260	KLKP1
LOC100508005	hgnc:40941	DPP10-AS1
OR5B13	hgnc:8324	OR5B3
OR5B3	hgnc:8324	OR5B3
KIAA9001	hgnc:1103	BRD2
LOC92061	hgnc:1103	BRD2
BRD2-IT1	hgnc:1103	BRD2
LOC105375109	hgnc:1103	BRD2
FLNMS	hgnc:1020	BCS1L
BJS	hgnc:1020	BCS1L
LOC100508311	hgnc:40625	ADAMTS9-AS1
ADAMTS9-AS1	hgnc:40625	ADAMTS9-AS1
RN5S470	hgnc:43370	RNA5SP470
TRNAT14	hgnc:34886	TRT-AGT2-1
GAS6-AS2	hgnc:43694	GAS6-DT
C17orf83	hgnc:32429	SPEM1
LOC284113	hgnc:32429	SPEM1
LOC51636	hgnc:24547	DHRS7B
LOC82068	hgnc:24547	DHRS7B
C6orf20	hgnc:13932	LY6G5C
HIS	hgnc:4806	HAL
LOC101927121	ncbigene:105370259	LOC105370259
LOC123116	hgnc:11171	SNURF
LOC220568	hgnc:9540	PSMB3
LOC100510691	hgnc:53907	DPY19L4P1
TRNAQ2	hgnc:12342	TRQ-TTG1-1
TRQ2	hgnc:12342	TRQ-TTG1-1
GP91-3	hgnc:7890	NOX3
LOC100421645	hgnc:48812	HNRNPFP1
LOC651998	hgnc:48812	HNRNPFP1
LOC729559	hgnc:28170	CROCCP2
LOC440571	hgnc:28170	CROCCP2
CROCCL1	hgnc:28170	CROCCP2
LOC105369253	hgnc:28170	CROCCP2
LOC101060339	hgnc:28170	CROCCP2
MIRN1302-2	hgnc:35294	MIR1302-2
LOC100419431	hgnc:35841	RPS7P11
LOC731257	hgnc:35841	RPS7P11
LOC85540	hgnc:35841	RPS7P11
LOC82708	hgnc:35841	RPS7P11
SUHW3	hgnc:25955	ZNF280C
OR10D2P	hgnc:8166	OR10D1P
LOC102725047	hgnc:43864	CROCCP4
